src,trg
Ein kleines Mädchen ist begeistert nach dem Öffnen eines Geschenks bei ihrer Geburtstagsfeier.,A little girl is ecstatic after opening a present at her birthday party.
Der schwarze Hund rennt den Grashügel hinunter und springt ins Wasser darunter.,The black dog is running down the grassy knoll to jump in the water below.
Ein Mann und ein Kind stehen in einer Stammesgruppe nah beieinander.,A man and a child stand nearby each other within a tribal group.
Ein Jäger hält in einer Hand einen Vogel und in der anderen seine Schusswaffe.,A hunter is holding a bird in one hand and his gun in the other.
"Ein Mann in einer orangefarbenen Sicherheitsweste hält ein Tier, das er geschossen hat, in die Höhe.",A man in a orange safety vest holding up an animal he shot.
Ein Mann in einem Maisfeld hält eine Schusswaffe.,There is a man holding a gun in a corn field.
Vier Männer in orangefarbener Sicherheitskleidung geht über ein Feld.,Four men with orange safety gear walking through a field.
Ein kleiner Junge in rotem Hemd klettert auf einer Felswand auf einem Spielplatz.,A young boy in a red shirt climbs a playground rock wall.
"Eine Frau sitzt und schaut einer anderen Frau zu, die im Schwimmbecken spielt.",A woman sits and watches another woman play in the pool.
"Ein Junge springt, im Hintergrund ein Sonnenuntergang.",A boy jumping with a sunset in the background.
"Frau textet mit dem Telefon, während ein Mann auf dem Fahrrad an ihr vorbeifährt.",Woman text on phone while man on bike passes her by.
Ein schwarzer Mann und ein großer goldener Hund am Strand.,"A black man and a large, golden dog are on the beach."
Flöße und ein Helikopter über dem Wasser.,Rafts and a helicopter over water.
"Ein Mann ist in freiem Fall von einer Stelle, von der aus andere zuschauen.",A man is in freefall from a point at which others are observing.
Am Schießstand übt ein Mann in grüner Jacke Schießen.,"At the shooting range, a man in a green jacket practices his shooting."
Zwei Männer in Unterhemden sitzen vor einer Reihe toter Vögel.,Two men in wife beaters sit in front of a bunch of dead birds.
Kids machen sich aggressiv bereit für ein Footballspiel.,Kids aggressively getting ready for a play in football.
Ein Hund trottet daher mit einem Ball im Maul.,A dog trots with a ball in its mouth.
Eine Gruppe von kleinen Kindern spielt Himmel und Hölle auf dem Gehsteig.,A group of young children playing hopscotch on a sidewalk.
Mann mäht Rasen und hört dabei Radio.,Guy mowing lawn and listening to the radio at the same time.
Ein Mann in der Dusche mit Irokesenfrisur aus Shampoo.,A man in the shower with a Mohawk made out of shampoo.
Ein blondes kleines Kind in weißem Polohemd benutzt eine Zahnbürste an einer Frosch-Statue.,A young blond child in a white polo shirt is using a toothbrush on a frog statue.
Menschen laufen eine belebte städtische Straße entlang.,People are walking down a busy city street.
Ein Kind in grauem Kapuzenpulli hat den Rücken zur Kamera und hält eine amerikanische Flagge hoch.,"A kid, in a gray hoodie, having the back towards the camera, is holding up an american flag."
Ein kleines Mädchen geht zwischen Pflanzen und Blumen entlang.,A young girl walks among vegetation and flowers.
"Vier Kinder sitzen auf dem Boden neben einem Baum, der um den Stamm herum weiß ist.",Four children are sitting on the ground next to a tree that is white around the trunk.
Gruppe von Kerlen sitzt im Kreis.,Group of guys sitting in a circle.
Salyo der Clown bereitet ein Ballontier für ein kleines Mädchen in einer pinkfarbenen Jacke vor.,Salyo the clown prepares to make a balloon animal for little girl in pink jacket.
Drei Männer drapieren ein Seil über eine Straße.,Three men draping a rope across a road.
Zwei junge Männer stehen in einem Raum und halten technische Geräte.,Two young men stand in a room holding technical equipment.
Ein kleiner Vogel hat etwas im Schnabel.,A small bird sold something in its beak.
Eine Frau in blauem Pullover steht bei einer Gruppe von anderen Frauen und zeigt auf etwas.,A woman in blue sweater points while standing with a group of other women.
"Zwei Männer in Anzügen schwenken nach links, einer hält eine Aktentasche.","Two men in suites sway to the left, one holding a briefcase."
Ein Gelände-Rennfahrer rast den Weg entlang und lässt Erde in alle Richtungen fliegen.,An ATV racer blasts down the track sending dirt flying everywhere.
Drei Menschen gehen in einem Dschungel an einem Strom entlang.,Three people walking along a stream in a jungle.
Zwei Erwachsene und zwei Kinder fahren auf Fahrrädern eine Straße entlang.,Two adults and two children are riding bicycles down a street.
Schlittenhunde ziehen einen Schlitten durch einen verschneiten Wald.,Sled dogs pull a sled through a snowy forest.
Ein Mann in gelbem Hemd springt in einen von zwei Wasserfällen umgebenen See.,A man wearing a yellow shirt jumps into a lake surrounded by two waterfalls.
Ein Junge schaut auf einer Wiese durch sein Teleskop.,A boy looks into his telescope in a grassy field.
Ein schwarz-weißer Hund an einer orangefarbenen Leine springt auf einem Feld.,A black and white dog on an orange leash jumps in a field.
"Ein Fußball-Schiedsrichter zeigt auf etwas, während er einem Fußballspieler in Blau während eines Fußballspiels Anweisungen gibt.",A soccer referee points as he directs a soccer player in blue during a soccer game.
"Ein Mann in Sportkleidung geht über einen grünen Rasen-Sportplatz, während ein Kameramann zuschaut.",A man in athletic attire walks across a green grassy sports field while cameramen look on.
Kisten mit Obst und Gemüse warten auf einem dunklen Markt.,Boxes of fruit and vegetables wait in a dark market.
"Eine große Gruppe von Menschen, die alle in Jeeps einen zweispurigen Weg entlangfahren.",A large group of people all driving Jeeps down a two lane path.
"Es sieht so aus, als ob sich dieser Mann darauf vorbereitet, etwas zu backen.",It seems like this man is preparing to bake something.
"Ein Läufer bewegt sich auf eine Base zu, während der Schlagmann versucht ihn auszutaggen",A runner heading toward a base while the baseman tries to tag him out.
Menschen in blauen Outfits tragen Lieferungen.,People in blue outfits are carrying supplies.
"Dies ist ein Bild von Afroamerikanern, die mit Durags auf dem Kopf dastehen.",Here is a picture of African Americans standing with doo-rags on their head.
Zwei Menschen auf der Bowlingbahn.,Two people at the bowling alley.
Ein blondes Mädchen mit einem Poster posiert mit einem schwarzhaarigen Mädchen.,A blond girl with a poster poses with a black-haired girl.
Drei Menschen tragen viel Make-up und stehen nebeneinander.,Three people wear a lot of makeup and stand together.
"Ein Kleinkind in einem weißen Sweatshirt macht sich bereit, nach der Stange zu greifen.",A toddler in a white sweatshirt is getting ready to grab the pole.
Junge mit Helm fährt bei einem Marathon auf seinem Fahrrad.,Boy in a helmet riding his bike in a marathon.
Ein Hund läuft im Herbst über eine Fußgängerbrücke.,A dog runs down a footbride in the fall.
Eine Gruppe von Freunden posiert in einem Pub.,A group of friends is posing in a pub.
Ein Mädchen sitzt mit einem aufblasbaren Tiger in der Hand neben einem Mädchen in buntem Outfit auf einer Bank.,A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit.
Eine Frau liegt am Strand neben ihrem Fahrrad.,A woman is laying on the beach next to her bike.
Eine indische Näherin bearbeitet ein Stück Tuch.,A indian female seamstress works on a piece of cloth.
Ein junger Mann springt von einer felsigen Bergspitze durch die Luft.,A young man leaps through the air from a rocky mountaintop.
Menschen befördern mithilfe von Seilen und Flaschenzügen Möbel durch das Fenster eines Gebäudes im zweiten Stock.,People move furniture through the second-story window of a building using ropes and pulleys.
Die drei Menschen spielen mit einem unechten Messer herum.,The three people are playing around with a fake knife.
Der Mann trägt einen weißen Hut und posiert mit einer blonden Frau und einer schwarzhaarigen Frau.,The man wears a white hat and poses with a blond woman and a black-haired woman.
Ein Paar umarmt sich und hält einen Plastiktiger.,A couple hugs while holding a plastic tiger.
Zwei Kinder sind wie Figuren in Michael Jacksons „Thriller“-Video angezogen.,Two children are dressed up like characters in Michael Jackson's 'Thriller' video.
Frau mit Sonnenbrille wird von Mann in Safari-Outfit begleitet.,Woman in sunglasses accompanied by a man in a safari outfit.
Ein Mann in einer Jacke mit ausgefallenem Muster steht mit zwei Damen vor einem Club.,A man in a fancy pattern jacket stands outside a club with two ladies.
Ein schwarz-brauner Hund spielt an einem Strand im Wasser.,A black and brown dog playing in the water at a beach.
"Ein Mädchen in einem pinkfarbenen karierten Mantel geht, gefolgt von einem jüngeren anderen Mädchen, einen Flur entlang.",A girl in a pink checkered coat walks down a hallway followed by another younger girl.
"Sicht von oben auf mehrere Menschen, die eine Treppe hinauf- oder hinuntergehen.",Overhead view of several people going up and down a staircase.
Ein Mann hört über Kopfhörer und steht vor zwei ausgefransten amerikanischen Flaggen.,A man is listening to headphones standing in front of two tattered american flags
Zwei Frauen kämpfen bei einer Sportveranstaltung gegeneinander.,Two woman competing in a sporting event
Drei Eisschnellläufer rennen über die Eisbahn.,Three speed skaters racing down the ice rink.
Kind in Badeanzug läuft am Strand auf das Wasser zu.,Child in bathing suite walking towards water on beach.
Zwei Menschen gehen im Herbst händchenhaltend die Straße entlang.,Two people are walking down the street holding hands in the fall.
Ein Mann sitzt vor einer bemalten Wand.,A man sits with his dog in front of a painted wall.
"Ein Kampfsport-Gruppenkurs, einige Teilnehmer in Anzügen, andere nicht, findet in einer Anlage im Freien statt.","Group class for martial arts, some in uniform and some not, taking place in an outdoor facility."
Kleine Jungen stellen sich bei einem Footballspiel an einem grauen Tag an der Trennlinie zwischen Offense und Defense auf.,Young boys line up at the line of scrimmage during a football game on a gray day.
Ein Mann fährt mit seinem Surfbrett auf einer großen Welle.,A man catches a huge wave on his surfboard.
Drei Mädchen springen auf einem Trampolin.,Three girls jumping on a trampoline.
"Ein Wrestler lässt sich auf einen anderen Wrestler fallen, der in einem Ring liegt.",A wrestler is falling onto another wrestler who is laying in a ring.
Eine Krankenschwester bereitet das Einwickeln des neugeborenen Babys vor.,A nurse preparing to wrap a newborn baby up.
Mensch auf einem Fahrrad mit einem Kegelhut auf dem Kopf und mit verschiedenen Gegenständen im Korb vorn am Fahrrad und hinten am Fahrrad festgebunden.,"Person on a bike wearing a cone hat, with different items in the front basket of the bike and tied to the back of the bike."
Ein junger Skateboardfahrer blickt in die Ferne.,A young skateboarder looks off into the distance.
Eine Gruppe von sieben Frauen und einem Mann in einem Gebäude macht Fotos und unterhält sich.,A group of 7 women and a man in a building taking pictures and talking.
Ein kleiner Junge in einem Mantel ist bis zu den Schultern in Laub vergraben.,A little boy wearing a coat buried up to his shoulders in leaves.
Ein Rennwagenfahrer lächelt und zeigt vor einem Rennen den Daumen hoch.,A race car driver smiles and gives the thumbs up before a race.
Ein weißer Mann springt am Strand im Sand.,A white male jumping in the sand on a beach.
Ein kleines asiatisches Mädchen hält eine Plastiktüte mit Micky Maus darin.,A little Asian girl holding a plastic bag with Mickey Mouse inside it.
Ein Mann geht die Straße entlang.,A man walking down the street.
Ein schwarz-weißer Hund beißt im Gras auf einem Tannenzapfen.,A black and white dog is biting on a pine cone on the grass.
Eine arme Familie verlässt ihr Heim mit einigen wenigen Habseligkeiten.,A poor family is leaving their home with only a few belongings.
Zwei Jungen spielen auf sehr alten architektonischen Bauten.,Two boys are playing on very old architectural structures.
Männer in einem Büro mit Computern und einer Projektorleinwand.,Men in an office with computers and a projector screen.
Ein Mann in einem T-Shirt benutzt einen Computer mit einem sehr großen Bildschirm.,A man wearing a t-shirt using a computer with a very large monitor.
